Befragte,Zeitraum,Partei,Ergebnis,Tag,Monat,Jahr,Art,Region,Institut,Datum
2501.0,02.02.–08.02.,FDP,7.0,9,2,2021,Umfrage,Deutschland,Forsa,2021-02-09
2503.0,26.01.–01.02.,FDP,6.0,2,2,2021,Umfrage,Deutschland,Forsa,2021-02-02
3005.0,18.01.–25.01.,FDP,7.0,26,1,2021,Umfrage,Deutschland,Forsa,2021-01-26
2014.0,16.01.–17.01.,FDP,7.0,18,1,2021,Umfrage,Deutschland,Forsa,2021-01-18
2503.0,04.01.–08.01.,FDP,7.0,9,1,2021,Umfrage,Deutschland,Forsa,2021-01-09
1501.0,21.12.–23.12.,FDP,6.0,26,12,2020,Umfrage,Deutschland,Forsa,2020-12-26
2505.0,14.12.–18.12.,FDP,6.0,19,12,2020,Umfrage,Deutschland,Forsa,2020-12-19
2503.0,07.12.–11.12.,FDP,5.0,12,12,2020,Umfrage,Deutschland,Forsa,2020-12-12
2507.0,30.11.–04.12.,FDP,6.0,5,12,2020,Umfrage,Deutschland,Forsa,2020-12-05
2500.0,23.11.–27.11.,FDP,6.0,28,11,2020,Umfrage,Deutschland,Forsa,2020-11-28
2505.0,16.11.–19.11.,FDP,6.0,21,11,2020,Umfrage,Deutschland,Forsa,2020-11-21
2502.0,09.11.–13.11.,FDP,5.0,14,11,2020,Umfrage,Deutschland,Forsa,2020-11-14
2502.0,02.11.–06.11.,FDP,6.0,7,11,2020,Umfrage,Deutschland,Forsa,2020-11-07
2503.0,26.10.–30.10.,FDP,6.0,31,10,2020,Umfrage,Deutschland,Forsa,2020-10-31
2503.0,19.10.–23.10.,FDP,6.0,24,10,2020,Umfrage,Deutschland,Forsa,2020-10-24
2501.0,12.10.–16.10.,FDP,6.0,17,10,2020,Umfrage,Deutschland,Forsa,2020-10-17
2504.0,05.10.–09.10.,FDP,5.0,10,10,2020,Umfrage,Deutschland,Forsa,2020-10-10
2502.0,29.09.–02.10.,FDP,6.0,3,10,2020,Umfrage,Deutschland,Forsa,2020-10-03
2504.0,21.09.–25.09.,FDP,6.0,26,9,2020,Umfrage,Deutschland,Forsa,2020-09-26
2501.0,14.09.–18.09.,FDP,5.0,19,9,2020,Umfrage,Deutschland,Forsa,2020-09-19
2501.0,07.09.–11.09.,FDP,5.0,12,9,2020,Umfrage,Deutschland,Forsa,2020-09-12
2503.0,31.08.–04.09.,FDP,5.0,5,9,2020,Umfrage,Deutschland,Forsa,2020-09-05
2502.0,24.08.–28.08.,FDP,5.0,29,8,2020,Umfrage,Deutschland,Forsa,2020-08-29
2504.0,17.08.–21.08.,FDP,5.0,22,8,2020,Umfrage,Deutschland,Forsa,2020-08-22
2501.0,10.08.–14.08.,FDP,6.0,15,8,2020,Umfrage,Deutschland,Forsa,2020-08-15
2502.0,03.08.–07.08.,FDP,6.0,8,8,2020,Umfrage,Deutschland,Forsa,2020-08-08
2504.0,27.07.–31.07.,FDP,6.0,1,8,2020,Umfrage,Deutschland,Forsa,2020-08-01
2504.0,20.07.–24.07.,FDP,6.0,25,7,2020,Umfrage,Deutschland,Forsa,2020-07-25
2501.0,13.07.–16.07.,FDP,6.0,18,7,2020,Umfrage,Deutschland,Forsa,2020-07-18
2500.0,06.07.–10.07.,FDP,6.0,11,7,2020,Umfrage,Deutschland,Forsa,2020-07-11
2503.0,29.06.–03.07.,FDP,5.0,4,7,2020,Umfrage,Deutschland,Forsa,2020-07-04
2501.0,22.06.–26.06.,FDP,6.0,27,6,2020,Umfrage,Deutschland,Forsa,2020-06-27
2501.0,15.06.–19.06.,FDP,5.0,20,6,2020,Umfrage,Deutschland,Forsa,2020-06-20
2504.0,08.06.–13.06.,FDP,6.0,13,6,2020,Umfrage,Deutschland,Forsa,2020-06-13
2002.0,02.06.–05.06.,FDP,6.0,6,6,2020,Umfrage,Deutschland,Forsa,2020-06-06
2500.0,25.05.–29.05.,FDP,5.0,30,5,2020,Umfrage,Deutschland,Forsa,2020-05-30
2002.0,18.05.–22.05.,FDP,5.0,23,5,2020,Umfrage,Deutschland,Forsa,2020-05-23
2509.0,11.05.–15.05.,FDP,6.0,16,5,2020,Umfrage,Deutschland,Forsa,2020-05-16
2503.0,04.05.–08.05.,FDP,6.0,9,5,2020,Umfrage,Deutschland,Forsa,2020-05-09
2004.0,27.04.–30.04.,FDP,6.0,2,5,2020,Umfrage,Deutschland,Forsa,2020-05-02
2505.0,20.04.–24.04.,FDP,6.0,25,4,2020,Umfrage,Deutschland,Forsa,2020-04-25
2002.0,14.04.–17.04.,FDP,5.0,18,4,2020,Umfrage,Deutschland,Forsa,2020-04-18
2001.0,06.04.–09.04.,FDP,5.0,11,4,2020,Umfrage,Deutschland,Forsa,2020-04-11
2506.0,30.03.–03.04.,FDP,6.0,4,4,2020,Umfrage,Deutschland,Forsa,2020-04-04
2511.0,23.03.–27.03.,FDP,6.0,28,3,2020,Umfrage,Deutschland,Forsa,2020-03-28
1502.0,23.03.–25.03.,FDP,6.0,26,3,2020,Umfrage,Deutschland,Forsa,2020-03-26
2504.0,16.03.–20.03.,FDP,7.0,21,3,2020,Umfrage,Deutschland,Forsa,2020-03-21
2503.0,09.03.–13.03.,FDP,6.0,14,3,2020,Umfrage,Deutschland,Forsa,2020-03-14
2503.0,02.03.–06.03.,FDP,6.0,7,3,2020,Umfrage,Deutschland,Forsa,2020-03-07
2505.0,24.02.–28.02.,FDP,5.0,29,2,2020,Umfrage,Deutschland,Forsa,2020-02-29
2504.0,17.02.–21.02.,FDP,7.0,22,2,2020,Umfrage,Deutschland,Forsa,2020-02-22
2502.0,10.02.–14.02.,FDP,6.0,15,2,2020,Umfrage,Deutschland,Forsa,2020-02-15
2503.0,03.02.–07.02.,FDP,8.0,8,2,2020,Umfrage,Deutschland,Forsa,2020-02-08
2504.0,27.01.–31.01.,FDP,9.0,1,2,2020,Umfrage,Deutschland,Forsa,2020-02-01
2507.0,20.01.–24.01.,FDP,9.0,25,1,2020,Umfrage,Deutschland,Forsa,2020-01-25
2504.0,13.01.–17.01.,FDP,8.0,18,1,2020,Umfrage,Deutschland,Forsa,2020-01-18
2503.0,06.01.–10.01.,FDP,9.0,11,1,2020,Umfrage,Deutschland,Forsa,2020-01-11
2501.0,16.12.–20.12.,FDP,8.0,21,12,2019,Umfrage,Deutschland,Forsa,2019-12-21
2502.0,09.12.–13.12.,FDP,8.0,14,12,2019,Umfrage,Deutschland,Forsa,2019-12-14
2502.0,02.12.–06.12.,FDP,9.0,7,12,2019,Umfrage,Deutschland,Forsa,2019-12-07
2500.0,25.11.–29.11.,FDP,8.0,30,11,2019,Umfrage,Deutschland,Forsa,2019-11-30
2501.0,18.11.–22.11.,FDP,9.0,23,11,2019,Umfrage,Deutschland,Forsa,2019-11-23
2501.0,11.11.–15.11.,FDP,9.0,16,11,2019,Umfrage,Deutschland,Forsa,2019-11-16
2501.0,04.11.–08.11.,FDP,9.0,9,11,2019,Umfrage,Deutschland,Forsa,2019-11-09
2502.0,28.10.–01.11.,FDP,8.0,2,11,2019,Umfrage,Deutschland,Forsa,2019-11-02
2501.0,21.10.–25.10.,FDP,8.0,26,10,2019,Umfrage,Deutschland,Forsa,2019-10-26
2501.0,14.10.–18.10.,FDP,8.0,19,10,2019,Umfrage,Deutschland,Forsa,2019-10-19
2500.0,07.10.–11.10.,FDP,8.0,12,10,2019,Umfrage,Deutschland,Forsa,2019-10-12
2505.0,30.09.–04.10.,FDP,8.0,5,10,2019,Umfrage,Deutschland,Forsa,2019-10-05
2505.0,23.09.–27.09.,FDP,9.0,28,9,2019,Umfrage,Deutschland,Forsa,2019-09-28
2500.0,16.09.–20.09.,FDP,8.0,21,9,2019,Umfrage,Deutschland,Forsa,2019-09-21
2503.0,09.09.–13.09.,FDP,8.0,14,9,2019,Umfrage,Deutschland,Forsa,2019-09-14
2503.0,02.09.–06.09.,FDP,8.0,7,9,2019,Umfrage,Deutschland,Forsa,2019-09-07
2501.0,26.08.–30.08.,FDP,9.0,31,8,2019,Umfrage,Deutschland,Forsa,2019-08-31
2504.0,19.08.–23.08.,FDP,9.0,24,8,2019,Umfrage,Deutschland,Forsa,2019-08-24
2501.0,12.08.–16.08.,FDP,9.0,17,8,2019,Umfrage,Deutschland,Forsa,2019-08-17
2503.0,05.08.–09.08.,FDP,8.0,10,8,2019,Umfrage,Deutschland,Forsa,2019-08-10
2501.0,29.07.–02.08.,FDP,9.0,3,8,2019,Umfrage,Deutschland,Forsa,2019-08-03
2502.0,22.07.–26.07.,FDP,9.0,27,7,2019,Umfrage,Deutschland,Forsa,2019-07-27
2500.0,15.07.–19.07.,FDP,8.0,20,7,2019,Umfrage,Deutschland,Forsa,2019-07-20
2500.0,08.07.–12.07.,FDP,7.0,13,7,2019,Umfrage,Deutschland,Forsa,2019-07-13
2501.0,01.07.–05.07.,FDP,8.0,6,7,2019,Umfrage,Deutschland,Forsa,2019-07-06
2501.0,24.06.–28.06.,FDP,8.0,29,6,2019,Umfrage,Deutschland,Forsa,2019-06-29
2500.0,17.06.–21.06.,FDP,8.0,22,6,2019,Umfrage,Deutschland,Forsa,2019-06-22
2001.0,11.06.–14.06.,FDP,9.0,15,6,2019,Umfrage,Deutschland,Forsa,2019-06-15
2501.0,03.06.–07.06.,FDP,8.0,8,6,2019,Umfrage,Deutschland,Forsa,2019-06-08
2001.0,27.05.–31.05.,FDP,8.0,1,6,2019,Umfrage,Deutschland,Forsa,2019-06-01
2500.0,20.05.–24.05.,FDP,8.0,27,5,2019,Umfrage,Deutschland,Forsa,2019-05-27
2503.0,13.05.–17.05.,FDP,8.0,20,5,2019,Umfrage,Deutschland,Forsa,2019-05-20
2502.0,06.05.–10.05.,FDP,8.0,13,5,2019,Umfrage,Deutschland,Forsa,2019-05-13
2002.0,29.04.–03.05.,FDP,8.0,6,5,2019,Umfrage,Deutschland,Forsa,2019-05-06
2009.0,18.04.–24.04.,FDP,8.0,29,4,2019,Umfrage,Deutschland,Forsa,2019-04-29
2004.0,15.04.–18.04.,FDP,9.0,22,4,2019,Umfrage,Deutschland,Forsa,2019-04-22
2501.0,08.04.–12.04.,FDP,10.0,13,4,2019,Umfrage,Deutschland,Forsa,2019-04-13
2501.0,01.04.–05.04.,FDP,10.0,6,4,2019,Umfrage,Deutschland,Forsa,2019-04-06
2504.0,25.03.–29.03.,FDP,10.0,30,3,2019,Umfrage,Deutschland,Forsa,2019-03-30
2501.0,18.03.–22.03.,FDP,9.0,23,3,2019,Umfrage,Deutschland,Forsa,2019-03-23
2505.0,11.03.–15.03.,FDP,10.0,16,3,2019,Umfrage,Deutschland,Forsa,2019-03-16
2501.0,04.03.–08.03.,FDP,9.0,9,3,2019,Umfrage,Deutschland,Forsa,2019-03-09
2502.0,25.02.–01.03.,FDP,9.0,4,3,2019,Umfrage,Deutschland,Forsa,2019-03-04
2501.0,18.02.–22.02.,FDP,9.0,23,2,2019,Umfrage,Deutschland,Forsa,2019-02-23
2501.0,11.02.–15.02.,FDP,10.0,16,2,2019,Umfrage,Deutschland,Forsa,2019-02-16
2500.0,04.02.–08.02.,FDP,10.0,9,2,2019,Umfrage,Deutschland,Forsa,2019-02-09
2501.0,28.01.–01.02.,FDP,9.0,2,2,2019,Umfrage,Deutschland,Forsa,2019-02-02
2501.0,21.01.–25.01.,FDP,9.0,26,1,2019,Umfrage,Deutschland,Forsa,2019-01-26
2503.0,14.01.–18.01.,FDP,9.0,19,1,2019,Umfrage,Deutschland,Forsa,2019-01-19
2504.0,07.01.–11.01.,FDP,9.0,12,1,2019,Umfrage,Deutschland,Forsa,2019-01-12
1503.0,02.01.–04.01.,FDP,8.0,5,1,2019,Umfrage,Deutschland,Forsa,2019-01-05
2504.0,17.12.–21.12.,FDP,8.0,22,12,2018,Umfrage,Deutschland,Forsa,2018-12-22
2507.0,10.12.–14.12.,FDP,8.0,15,12,2018,Umfrage,Deutschland,Forsa,2018-12-15
1506.0,07.12.–09.12.,FDP,8.0,10,12,2018,Umfrage,Deutschland,Forsa,2018-12-10
2006.0,03.12.–06.12.,FDP,8.0,7,12,2018,Umfrage,Deutschland,Forsa,2018-12-07
2505.0,26.11.–30.11.,FDP,9.0,1,12,2018,Umfrage,Deutschland,Forsa,2018-12-01
2507.0,19.11.–23.11.,FDP,9.0,24,11,2018,Umfrage,Deutschland,Forsa,2018-11-24
2503.0,12.11.–16.11.,FDP,9.0,17,11,2018,Umfrage,Deutschland,Forsa,2018-11-17
2504.0,05.11.–09.11.,FDP,9.0,11,11,2018,Umfrage,Deutschland,Forsa,2018-11-11
2502.0,29.10.–02.11.,FDP,9.0,3,11,2018,Umfrage,Deutschland,Forsa,2018-11-03
2509.0,22.10.–26.10.,FDP,9.0,27,10,2018,Umfrage,Deutschland,Forsa,2018-10-27
2502.0,15.10.–19.10.,FDP,9.0,20,10,2018,Umfrage,Deutschland,Forsa,2018-10-20
2504.0,08.10.–12.10.,FDP,9.0,13,10,2018,Umfrage,Deutschland,Forsa,2018-10-13
2002.0,01.10.–05.10.,FDP,9.0,6,10,2018,Umfrage,Deutschland,Forsa,2018-10-06
2501.0,24.09.–28.09.,FDP,9.0,29,9,2018,Umfrage,Deutschland,Forsa,2018-09-29
2502.0,17.09.–21.09.,FDP,9.0,22,9,2018,Umfrage,Deutschland,Forsa,2018-09-22
2507.0,10.09.–14.09.,FDP,8.0,15,9,2018,Umfrage,Deutschland,Forsa,2018-09-15
2507.0,03.09.–07.09.,FDP,9.0,8,9,2018,Umfrage,Deutschland,Forsa,2018-09-08
2503.0,27.08.–31.08.,FDP,8.0,1,9,2018,Umfrage,Deutschland,Forsa,2018-09-01
2502.0,20.08.–24.08.,FDP,8.0,25,8,2018,Umfrage,Deutschland,Forsa,2018-08-25
2503.0,13.08.–17.08.,FDP,9.0,18,8,2018,Umfrage,Deutschland,Forsa,2018-08-18
2505.0,06.08.–10.08.,FDP,10.0,11,8,2018,Umfrage,Deutschland,Forsa,2018-08-11
2508.0,30.07.–03.08.,FDP,10.0,4,8,2018,Umfrage,Deutschland,Forsa,2018-08-04
2505.0,23.07.–27.07.,FDP,9.0,28,7,2018,Umfrage,Deutschland,Forsa,2018-07-28
2505.0,16.07.–20.07.,FDP,8.0,21,7,2018,Umfrage,Deutschland,Forsa,2018-07-21
2505.0,09.07.–13.07.,FDP,9.0,14,7,2018,Umfrage,Deutschland,Forsa,2018-07-14
2502.0,02.07.–06.07.,FDP,10.0,7,7,2018,Umfrage,Deutschland,Forsa,2018-07-07
2508.0,25.06.–29.06.,FDP,10.0,30,6,2018,Umfrage,Deutschland,Forsa,2018-06-30
2503.0,18.06.–22.06.,FDP,9.0,24,6,2018,Umfrage,Deutschland,Forsa,2018-06-24
1001.0,14.06.–15.06.,FDP,10.0,16,6,2018,Umfrage,Deutschland,Forsa,2018-06-16
2504.0,04.06.–08.06.,FDP,9.0,9,6,2018,Umfrage,Deutschland,Forsa,2018-06-09
2506.0,28.05.–01.06.,FDP,8.0,2,6,2018,Umfrage,Deutschland,Forsa,2018-06-02
2002.0,22.05.–25.05.,FDP,8.0,27,5,2018,Umfrage,Deutschland,Forsa,2018-05-27
2502.0,14.05.–18.05.,FDP,9.0,19,5,2018,Umfrage,Deutschland,Forsa,2018-05-19
2004.0,07.05.–11.05.,FDP,8.0,12,5,2018,Umfrage,Deutschland,Forsa,2018-05-12
2003.0,30.04.–04.05.,FDP,9.0,5,5,2018,Umfrage,Deutschland,Forsa,2018-05-05
2507.0,23.04.–27.04.,FDP,9.0,28,4,2018,Umfrage,Deutschland,Forsa,2018-04-28
2503.0,16.04.–20.04.,FDP,9.0,23,4,2018,Umfrage,Deutschland,Forsa,2018-04-23
2506.0,09.04.–13.04.,FDP,9.0,14,4,2018,Umfrage,Deutschland,Forsa,2018-04-14
2005.0,03.04.–06.04.,FDP,9.0,7,4,2018,Umfrage,Deutschland,Forsa,2018-04-07
2003.0,26.03.–29.03.,FDP,9.0,31,3,2018,Umfrage,Deutschland,Forsa,2018-03-31
2502.0,19.03.–23.03.,FDP,9.0,24,3,2018,Umfrage,Deutschland,Forsa,2018-03-24
2502.0,12.03.–16.03.,FDP,8.0,17,3,2018,Umfrage,Deutschland,Forsa,2018-03-17
2507.0,05.03.–09.03.,FDP,9.0,11,3,2018,Umfrage,Deutschland,Forsa,2018-03-11
1502.0,04.03.–05.03.,FDP,9.0,5,3,2018,Umfrage,Deutschland,Forsa,2018-03-05
2505.0,26.02.–02.03.,FDP,9.0,3,3,2018,Umfrage,Deutschland,Forsa,2018-03-03
2506.0,19.02.–23.02.,FDP,9.0,24,2,2018,Umfrage,Deutschland,Forsa,2018-02-24
2501.0,12.02.–16.02.,FDP,9.0,17,2,2018,Umfrage,Deutschland,Forsa,2018-02-17
1003.0,07.02.–08.02.,FDP,10.0,9,2,2018,Umfrage,Deutschland,Forsa,2018-02-09
2507.0,29.01.–02.02.,FDP,9.0,5,2,2018,Umfrage,Deutschland,Forsa,2018-02-05
2505.0,22.01.–26.01.,FDP,9.0,29,1,2018,Umfrage,Deutschland,Forsa,2018-01-29
1282.0,22.01.,FDP,8.0,22,1,2018,Umfrage,Deutschland,Forsa,2018-01-22
2501.0,15.01.–19.01.,FDP,8.0,21,1,2018,Umfrage,Deutschland,Forsa,2018-01-21
1504.0,15.01.–17.01.,FDP,8.0,18,1,2018,Umfrage,Deutschland,Forsa,2018-01-18
2501.0,08.01.–12.01.,FDP,9.0,15,1,2018,Umfrage,Deutschland,Forsa,2018-01-15
2003.0,02.01.–05.01.,FDP,9.0,7,1,2018,Umfrage,Deutschland,Forsa,2018-01-07
2504.0,18.12.–22.12.,FDP,8.0,27,12,2017,Umfrage,Deutschland,Forsa,2017-12-27
2501.0,11.12.–15.12.,FDP,8.0,16,12,2017,Umfrage,Deutschland,Forsa,2017-12-16
1566.0,09.12.–10.12.,FDP,8.0,10,12,2017,Umfrage,Deutschland,Forsa,2017-12-10
2502.0,27.11.–01.12.,FDP,8.0,4,12,2017,Umfrage,Deutschland,Forsa,2017-12-04
2508.0,20.11.–24.11.,FDP,10.0,27,11,2017,Umfrage,Deutschland,Forsa,2017-11-27
1789.0,20.11.,FDP,10.0,20,11,2017,Umfrage,Deutschland,Forsa,2017-11-20
2506.0,06.11.–10.11.,FDP,12.0,13,11,2017,Umfrage,Deutschland,Forsa,2017-11-13
2005.0,30.10.–03.11.,FDP,11.0,6,11,2017,Umfrage,Deutschland,Forsa,2017-11-06
2500.0,23.10.–27.10.,FDP,11.0,1,11,2017,Umfrage,Deutschland,Forsa,2017-11-01
2503.0,16.10.–20.10.,FDP,11.0,25,10,2017,Umfrage,Deutschland,Forsa,2017-10-25
2501.0,09.10.–13.10.,FDP,11.0,18,10,2017,Umfrage,Deutschland,Forsa,2017-10-18
2001.0,02.10.–06.10.,FDP,11.0,11,10,2017,Umfrage,Deutschland,Forsa,2017-10-11
2005.0,25.09.–29.09.,FDP,11.0,4,10,2017,Umfrage,Deutschland,Forsa,2017-10-04
,,FDP,10.7,24,9,2017,Wahl,Deutschland,Forsa,2017-09-24
2006.0,18.09.–21.09.,FDP,9.5,22,9,2017,Umfrage,Deutschland,Forsa,2017-09-22
2501.0,11.09.–15.09.,FDP,9.0,19,9,2017,Umfrage,Deutschland,Forsa,2017-09-19
2505.0,04.09.–08.09.,FDP,8.0,13,9,2017,Umfrage,Deutschland,Forsa,2017-09-13
2001.0,04.09.–07.09.,FDP,9.0,8,9,2017,Umfrage,Deutschland,Forsa,2017-09-08
2503.0,28.08.–01.09.,FDP,8.0,6,9,2017,Umfrage,Deutschland,Forsa,2017-09-06
2501.0,21.08.–25.08.,FDP,8.0,30,8,2017,Umfrage,Deutschland,Forsa,2017-08-30
2501.0,14.08.–18.08.,FDP,8.0,23,8,2017,Umfrage,Deutschland,Forsa,2017-08-23
2507.0,07.08.–11.08.,FDP,8.0,16,8,2017,Umfrage,Deutschland,Forsa,2017-08-16
2503.0,31.07.–04.08.,FDP,7.0,9,8,2017,Umfrage,Deutschland,Forsa,2017-08-09
2501.0,24.07.–28.07.,FDP,8.0,2,8,2017,Umfrage,Deutschland,Forsa,2017-08-02
2507.0,17.07.–21.07.,FDP,8.0,26,7,2017,Umfrage,Deutschland,Forsa,2017-07-26
2502.0,10.07.–14.07.,FDP,8.0,19,7,2017,Umfrage,Deutschland,Forsa,2017-07-19
2501.0,03.07.–07.07.,FDP,8.0,11,7,2017,Umfrage,Deutschland,Forsa,2017-07-11
2503.0,26.06.–30.06.,FDP,8.0,5,7,2017,Umfrage,Deutschland,Forsa,2017-07-05
1507.0,26.06.–28.06.,FDP,8.0,29,6,2017,Umfrage,Deutschland,Forsa,2017-06-29
2502.0,19.06.–23.06.,FDP,7.0,28,6,2017,Umfrage,Deutschland,Forsa,2017-06-28
2505.0,12.06.–16.06.,FDP,8.0,21,6,2017,Umfrage,Deutschland,Forsa,2017-06-21
2004.0,06.06.–09.06.,FDP,9.0,13,6,2017,Umfrage,Deutschland,Forsa,2017-06-13
2501.0,29.05.–02.06.,FDP,8.0,7,6,2017,Umfrage,Deutschland,Forsa,2017-06-07
2001.0,22.05.–26.05.,FDP,9.0,31,5,2017,Umfrage,Deutschland,Forsa,2017-05-31
2502.0,15.05.–19.05.,FDP,9.0,23,5,2017,Umfrage,Deutschland,Forsa,2017-05-23
2506.0,08.05.–12.05.,FDP,8.0,17,5,2017,Umfrage,Deutschland,Forsa,2017-05-17
2004.0,02.05.–05.05.,FDP,7.0,10,5,2017,Umfrage,Deutschland,Forsa,2017-05-10
2502.0,24.04.–28.04.,FDP,7.0,3,5,2017,Umfrage,Deutschland,Forsa,2017-05-03
2002.0,18.04.–21.04.,FDP,6.0,26,4,2017,Umfrage,Deutschland,Forsa,2017-04-26
2007.0,10.04.–13.04.,FDP,6.0,19,4,2017,Umfrage,Deutschland,Forsa,2017-04-19
2502.0,03.04.–07.04.,FDP,6.0,11,4,2017,Umfrage,Deutschland,Forsa,2017-04-11
2504.0,27.03.–31.03.,FDP,5.0,4,4,2017,Umfrage,Deutschland,Forsa,2017-04-04
2501.0,20.03.–24.03.,FDP,6.0,29,3,2017,Umfrage,Deutschland,Forsa,2017-03-29
2504.0,13.03.–17.03.,FDP,6.0,22,3,2017,Umfrage,Deutschland,Forsa,2017-03-22
2505.0,06.03.–10.03.,FDP,6.0,15,3,2017,Umfrage,Deutschland,Forsa,2017-03-15
2502.0,27.02.–03.03.,FDP,6.0,8,3,2017,Umfrage,Deutschland,Forsa,2017-03-08
2500.0,20.02.–24.02.,FDP,7.0,1,3,2017,Umfrage,Deutschland,Forsa,2017-03-01
2502.0,13.02.–17.02.,FDP,6.0,22,2,2017,Umfrage,Deutschland,Forsa,2017-02-22
2502.0,05.02.–10.02.,FDP,5.0,15,2,2017,Umfrage,Deutschland,Forsa,2017-02-15
2501.0,30.01.–03.02.,FDP,5.0,8,2,2017,Umfrage,Deutschland,Forsa,2017-02-08
2502.0,23.01.–27.01.,FDP,6.0,1,2,2017,Umfrage,Deutschland,Forsa,2017-02-01
2504.0,16.01.–20.01.,FDP,6.0,25,1,2017,Umfrage,Deutschland,Forsa,2017-01-25
2503.0,09.01.–13.01.,FDP,6.0,18,1,2017,Umfrage,Deutschland,Forsa,2017-01-18
2501.0,02.01.–06.01.,FDP,6.0,11,1,2017,Umfrage,Deutschland,Forsa,2017-01-11
2001.0,27.12.–30.12.,FDP,6.0,4,1,2017,Umfrage,Deutschland,Forsa,2017-01-04
2504.0,19.12.–23.12.,FDP,5.0,28,12,2016,Umfrage,Deutschland,Forsa,2016-12-28
2502.0,12.12.–16.12.,FDP,6.0,20,12,2016,Umfrage,Deutschland,Forsa,2016-12-20
2506.0,05.12.–09.12.,FDP,6.0,14,12,2016,Umfrage,Deutschland,Forsa,2016-12-14
2501.0,28.11.–02.12.,FDP,6.0,7,12,2016,Umfrage,Deutschland,Forsa,2016-12-07
2503.0,21.11.–25.11.,FDP,5.0,30,11,2016,Umfrage,Deutschland,Forsa,2016-11-30
2505.0,14.11.–18.11.,FDP,5.0,23,11,2016,Umfrage,Deutschland,Forsa,2016-11-23
2503.0,07.11.–11.11.,FDP,6.0,16,11,2016,Umfrage,Deutschland,Forsa,2016-11-16
2503.0,31.10.–04.11.,FDP,6.0,9,11,2016,Umfrage,Deutschland,Forsa,2016-11-09
2503.0,24.10.–28.10.,FDP,7.0,2,11,2016,Umfrage,Deutschland,Forsa,2016-11-02
2504.0,17.10.–21.10.,FDP,6.0,26,10,2016,Umfrage,Deutschland,Forsa,2016-10-26
2505.0,10.10.–14.10.,FDP,6.0,19,10,2016,Umfrage,Deutschland,Forsa,2016-10-19
2004.0,04.10.–07.10.,FDP,6.0,12,10,2016,Umfrage,Deutschland,Forsa,2016-10-12
2503.0,26.09.–30.09.,FDP,6.0,5,10,2016,Umfrage,Deutschland,Forsa,2016-10-05
2506.0,19.09.–23.09.,FDP,6.0,28,9,2016,Umfrage,Deutschland,Forsa,2016-09-28
2504.0,12.09.–16.09.,FDP,6.0,21,9,2016,Umfrage,Deutschland,Forsa,2016-09-21
2501.0,05.09.–09.09.,FDP,6.0,14,9,2016,Umfrage,Deutschland,Forsa,2016-09-14
2501.0,29.08.–02.09.,FDP,7.0,7,9,2016,Umfrage,Deutschland,Forsa,2016-09-07
2503.0,22.08.–26.08.,FDP,6.0,31,8,2016,Umfrage,Deutschland,Forsa,2016-08-31
2504.0,15.08.–19.08.,FDP,6.0,24,8,2016,Umfrage,Deutschland,Forsa,2016-08-24
2501.0,08.08.–12.08.,FDP,6.0,17,8,2016,Umfrage,Deutschland,Forsa,2016-08-17
2501.0,01.08.–05.08.,FDP,5.0,10,8,2016,Umfrage,Deutschland,Forsa,2016-08-10
2508.0,25.07.–29.07.,FDP,6.0,3,8,2016,Umfrage,Deutschland,Forsa,2016-08-03
2508.0,18.07.–22.07.,FDP,6.0,26,7,2016,Umfrage,Deutschland,Forsa,2016-07-26
2502.0,11.07.–15.07.,FDP,7.0,20,7,2016,Umfrage,Deutschland,Forsa,2016-07-20
2503.0,04.07.–08.07.,FDP,6.0,13,7,2016,Umfrage,Deutschland,Forsa,2016-07-13
2504.0,27.06.–01.07.,FDP,6.0,6,7,2016,Umfrage,Deutschland,Forsa,2016-07-06
2501.0,20.06.–24.06.,FDP,6.0,28,6,2016,Umfrage,Deutschland,Forsa,2016-06-28
2503.0,13.06.–17.06.,FDP,6.0,22,6,2016,Umfrage,Deutschland,Forsa,2016-06-22
2505.0,06.06.–10.06.,FDP,6.0,15,6,2016,Umfrage,Deutschland,Forsa,2016-06-15
2501.0,30.05.–03.06.,FDP,7.0,8,6,2016,Umfrage,Deutschland,Forsa,2016-06-08
2502.0,23.05.–27.05.,FDP,6.0,1,6,2016,Umfrage,Deutschland,Forsa,2016-06-01
2006.0,17.05.–20.05.,FDP,6.0,24,5,2016,Umfrage,Deutschland,Forsa,2016-05-24
2501.0,09.05.–13.05.,FDP,7.0,17,5,2016,Umfrage,Deutschland,Forsa,2016-05-17
2002.0,02.05.–06.05.,FDP,8.0,11,5,2016,Umfrage,Deutschland,Forsa,2016-05-11
2501.0,25.04.–29.04.,FDP,8.0,3,5,2016,Umfrage,Deutschland,Forsa,2016-05-03
2502.0,18.04.–22.04.,FDP,8.0,27,4,2016,Umfrage,Deutschland,Forsa,2016-04-27
2504.0,11.04.–15.04.,FDP,7.0,20,4,2016,Umfrage,Deutschland,Forsa,2016-04-20
2506.0,04.04.–08.04.,FDP,7.0,13,4,2016,Umfrage,Deutschland,Forsa,2016-04-13
2004.0,29.03.–01.04.,FDP,7.0,6,4,2016,Umfrage,Deutschland,Forsa,2016-04-06
2005.0,21.03.–24.03.,FDP,7.0,30,3,2016,Umfrage,Deutschland,Forsa,2016-03-30
